,ReadId,TileName,TileLength,TilePosition,AlignmentLength,Start,Stop,AlignmentScore,Distance,Suspicious
33231,373,BcepC6Bgp16,423,4,447,642,1089,1819,0,0
33268,383,Melittin,90,1,83,94,177,269,116,1
33269,383,Flexiblemedian,54,2,58,293,351,188,-7,0
33270,383,201j2-1gp229-CBD,267,3,276,344,620,1041,-22,0
33271,383,KZ144-EAD,543,4,552,598,1150,1824,0,0
33272,384,Indolicidin,51,1,50,35,85,192,486,1
33273,384,Flexiblemedian,54,2,60,571,631,92,-526,1
33274,384,OBPgp279-CBD,396,3,398,105,503,1527,-20,0
33275,384,KMVgp36C,498,4,519,483,1002,1811,0,0
33316,395,Sarcotoxin,129,1,136,465,601,108,-557,1
33317,395,Flexibleshort,30,2,29,44,73,56,240,1
33318,395,KZ144-CBD,258,3,264,313,577,767,-23,0
33319,395,LUZ24gp67,405,4,405,554,959,1407,0,0
33324,397,Sarcotoxin,129,1,114,640,754,131,-653,1
33325,397,Flexiblemedian,54,2,57,101,158,250,-6,0
33326,397,EL188-CBD,351,3,354,152,506,1394,-19,0
33327,397,Vpept,438,4,450,487,937,907,0,0
33336,400,NRC-13,81,1,87,258,345,124,-218,1
33337,400,Flexiblemedian,54,2,59,127,186,162,-5,0
33338,400,PVP-SE1gp146-CBD,267,3,278,181,459,946,-16,0
33339,400,Vpept,438,4,476,443,919,768,0,0
33352,404,Sushi,114,1,128,716,844,130,186,1
33353,404,Flexibleshort,30,2,34,1030,1064,73,-454,1
33354,404,K11gp3.5,465,3,508,610,1118,219,-727,1
33355,404,Phage2b.1bg019,573,4,654,391,1045,241,0,0
33432,424,NRC-16,69,1,69,77,146,288,79,1
33433,424,Flexiblemedian,54,2,53,225,278,212,-5,0
33434,424,PVP-SE1gp146-CBD,267,3,272,273,545,1086,-14,0
33435,424,BcepC6Bgp22,507,4,533,531,1064,2123,0,0
33476,435,NRC-13,81,1,81,76,157,347,165,1
33477,435,Flexiblemedian,54,2,57,322,379,188,-8,0
33478,435,201j2-1gp229-CBD,267,3,274,371,645,1185,-12,0
33479,435,Phage003,423,4,426,633,1059,1820,0,0
33516,445,CecropinAA,120,1,106,445,551,104,-425,1
33517,445,Flexiblemedian,54,2,50,126,176,59,6,0
33518,445,201j2-1gp229-CBD,267,3,290,182,472,455,-30,0
33519,445,KZ144-EAD,543,4,587,442,1029,808,0,0
33744,6,SMAP29,99,1,87,77,164,153,265,1
33745,6,Flexibleshort,30,2,29,429,458,47,-269,1
33746,6,201j2-1gp229-CBD,267,3,284,189,473,207,-286,1
33747,6,KZ144-EAD,543,4,567,187,754,303,0,0
33796,19,CecropinAA,120,1,127,472,599,120,-450,1
33797,19,Flexiblemedian,54,2,58,149,207,90,-43,0
33798,19,EL188-CBD,351,3,380,164,544,835,-36,0
33799,19,KMVgp36C,498,4,527,508,1035,1510,0,0
33844,31,Cecropin,105,1,113,369,482,129,-415,1
33845,31,Flexibleshort,30,2,30,67,97,110,-6,0
33846,31,EL188-CBD,351,3,370,91,461,959,-40,0
33847,31,BcepC6Bgp22,507,4,540,421,961,1589,0,0
33896,44,CecropinAD,132,1,136,81,217,455,55,1
33897,44,Flexiblemedian,54,2,49,272,321,152,2,0
33898,44,EL188-CBD,351,3,353,323,676,1402,-26,0
33899,44,OBPgp279-EAD,615,4,601,650,1251,2210,0,0
34012,73,Dermaseptin,93,1,93,75,168,385,82,1
34013,73,Flexiblemedian,54,2,58,250,308,206,-12,0
34014,73,OBPgp279-CBD,396,3,409,296,705,1526,-23,0
34015,73,BcepC6Bgp22,507,4,520,682,1202,1810,0,0
34076,89,Sarcotoxin,129,1,87,104,191,106,-66,1
34077,89,Flexibleshort,30,2,34,125,159,130,-6,0
34078,89,KZ144-CBD,258,3,265,153,418,1144,-9,0
34079,89,OBPgp276,540,4,480,409,889,2004,0,0
34112,98,Protegrin,66,1,70,17,87,297,490,1
34113,98,Flexiblemedian,54,2,50,577,627,85,-513,1
34114,98,PVP-SE1gp146-CBD,267,3,271,114,385,842,-27,0
34115,98,BcepC6Bgp16,423,4,455,358,813,1268,0,0
34152,108,CecropinAD,132,1,138,33,171,535,125,1
34153,108,Flexiblemedian,54,2,58,296,354,188,-9,0
34154,108,KZ144-CBD,258,3,266,345,611,1114,-12,0
34155,108,BcepC6Bgp22,507,4,510,599,1109,2108,0,0
34228,127,CecropinAD,132,1,136,81,217,299,-135,1
34229,127,Flexiblemedian,54,2,54,82,136,70,95,1
34230,127,PVP-SE1gp146-CBD,267,3,276,231,507,529,-35,0
34231,127,LysEC8,507,4,547,472,1019,1283,0,0
34240,130,Melittin,90,1,99,72,171,371,64,1
34241,130,Flexiblemedian,54,2,54,235,289,208,5,0
34242,130,201j2-1gp229-CBD,267,3,272,294,566,989,-23,0
34243,130,BcepC6Bgp16,423,4,435,543,978,1418,0,0
34252,133,Sarcotoxin,129,1,155,646,801,134,-695,1
34253,133,Flexiblemedian,54,2,56,106,162,157,-8,0
34254,133,KZ144-CBD,258,3,274,154,428,745,-21,0
34255,133,Vpept,438,4,493,407,900,643,0,0
34448,182,Sushi,114,1,118,30,148,191,701,1
34449,182,Flexiblemedian,54,2,63,849,912,63,-729,1
34450,182,KZ144-CBD,258,3,294,183,477,431,-26,0
34451,182,BcepC6Bgp22,507,4,620,451,1071,886,0,0
34488,192,Buforin,75,1,77,65,142,310,-62,1
34489,192,Flexiblemedian,54,2,57,80,137,71,18,0
34490,192,EL188-CBD,351,3,356,155,511,1229,-33,0
34491,192,KMVgp36C,498,4,506,478,984,1951,0,0
34684,241,LfcinB,57,1,38,75,113,181,77,1
34685,241,Flexibleshort,30,2,32,190,222,125,-13,0
34686,241,OBPgp279-CBD,396,3,416,209,625,1484,-23,0
34687,241,Vpept,438,4,444,602,1046,1002,0,0
34724,251,Sarcotoxin,129,1,110,224,334,124,425,1
34725,251,Flexibleshort,30,2,14,759,773,57,-571,1
34726,251,OBPgp279-CBD,396,3,296,202,498,200,-294,1
34727,251,201j2-1gp229-EAD,540,4,560,204,764,299,0,0
34736,254,Myxinidin,48,1,48,36,84,222,81,1
34737,254,Flexiblemedian,54,2,55,165,220,235,-6,0
34738,254,KZ144-CBD,258,3,264,214,478,1064,-17,0
34739,254,BcepC6Bgp22,507,4,518,461,979,2050,0,0
34772,263,Chrysophsin,87,1,96,824,920,122,-824,1
34773,263,Flexiblemedian,54,2,50,96,146,45,-4,0
34774,263,PVP-SE1gp146-CBD,267,3,333,142,475,458,-18,0
34775,263,P2gp09,510,4,549,457,1006,983,0,0
34808,272,Sushi,114,1,116,49,165,315,63,1
34809,272,Flexiblemedian,54,2,52,228,280,202,-8,0
34810,272,K11gp3.5,465,3,467,272,739,1709,-37,0
34811,272,Vpept,438,4,451,702,1153,752,0,0
34820,275,CecropinAD,132,1,101,309,410,137,-297,1
34821,275,Flexiblemedian,54,2,63,113,176,205,-6,0
34822,275,EL188-CBD,351,3,370,170,540,1144,-28,0
34823,275,OBPgp279-EAD,615,4,628,512,1140,2076,0,0
34860,285,Melittin,90,1,92,780,872,141,-737,1
34861,285,Flexiblemedian,54,2,55,135,190,182,-9,0
34862,285,KZ144-CBD,258,3,274,181,455,797,-19,0
34863,285,PVP-SE1gp146-EAD,561,4,581,436,1017,1928,0,0
35068,337,LL-37,123,1,110,197,307,115,-268,1
35069,337,Flexibleshort,30,2,24,39,63,58,166,1
35070,337,K11gp3.5,465,3,463,229,692,912,-458,1
35071,337,CR8gp3.5,465,4,457,234,691,403,0,0
35072,338,Sushi,114,1,133,34,167,121,-74,1
35073,338,Flexibleshort,30,2,29,93,122,127,-6,0
35074,338,EL188-CBD,351,3,361,116,477,1513,-13,0
35075,338,BcepC6Bgp22,507,4,291,464,755,1270,0,0
35084,341,3IQ2,81,1,78,852,930,170,-478,1
35085,341,Flexibleshort,30,2,31,452,483,57,-64,1
35086,341,K11gp3.5,465,3,515,419,934,196,-557,1
35087,341,KMVgp36C,498,4,535,377,912,233,0,0
35256,384,CecropinAA,120,1,117,98,215,126,-86,1
35257,384,Flexibleshort,30,2,18,129,147,68,5,0
35258,384,EL188-CBD,351,3,348,152,500,1179,-27,0
35259,384,LysAci7,591,4,617,473,1090,1067,0,0
35348,407,Sarcotoxin,129,1,143,681,824,107,-686,1
35349,407,Flexiblemedian,54,2,57,138,195,117,12,0
35350,407,201j2-1gp229-CBD,267,3,264,207,471,990,-8,0
35351,407,LUZ24gp67,405,4,396,463,859,1269,0,0
35360,410,Protegrin,66,1,69,160,229,142,-126,1
35361,410,Flexiblemedian,54,2,54,103,157,79,-46,0
35362,410,K11gp3.5,465,3,468,111,579,271,-511,1
35363,410,Phage2b.1bg019,573,4,516,68,584,300,0,0
35404,421,3IQ2,81,1,84,748,832,128,-727,1
35405,421,Flexibleshort,30,2,33,105,138,107,-12,0
35406,421,OBPgp279-CBD,396,3,420,126,546,1498,-16,0
35407,421,BcepC6Bgp22,507,4,515,530,1045,1689,0,0
35448,432,Sarcotoxin,129,1,116,67,183,101,-60,1
35449,432,Flexiblemedian,54,2,64,123,187,147,-5,0
35450,432,OBPgp279-CBD,396,3,424,182,606,1161,-15,0
35451,432,Phage003,423,4,430,591,1021,1535,0,0
35468,437,Pseudin,84,1,77,78,155,314,674,1
35469,437,Flexibleshort,30,2,25,829,854,50,-674,1
35470,437,KZ144-CBD,258,3,260,180,440,988,-22,0
35471,437,201j2-1gp229-EAD,540,4,563,418,981,1629,0,0
35596,469,CecropinAA,120,1,130,772,902,115,-758,1
35597,469,Flexiblemedian,54,2,58,144,202,171,51,1
35598,469,PVP-SE1gp146-CBD,267,3,277,253,530,658,-32,0
35599,469,201j2-1gp229-EAD,540,4,568,498,1066,1392,0,0
35628,477,TP4,87,1,93,32,125,177,787,1
35629,477,Flexibleshort,30,2,28,912,940,46,-784,1
35630,477,OBPgp279-CBD,396,3,422,156,578,664,-51,1
35631,477,Phage003,423,4,464,527,991,649,0,0
35704,1,Nigrocine,74,1,71,118,189,116,699,1
35705,1,Flexibleshort,30,2,16,888,904,44,-662,1
35706,1,KZ144-CBD,258,3,290,242,532,254,-424,1
35707,1,KZ144-EAD,543,4,589,108,697,274,0,0
35788,22,Sarcotoxin,129,1,132,893,1025,155,-874,1
35789,22,Flexiblemedian,54,2,56,151,207,94,14,0
35790,22,OBPgp279-CBD,396,3,429,221,650,1328,-18,0
35791,22,BcepC6Bgp16,423,4,478,632,1110,1289,0,0
35824,31,SMAP29,99,1,96,825,921,129,-837,1
35825,31,Flexiblemedian,54,2,60,84,144,212,-6,0
35826,31,EL188-CBD,351,3,371,138,509,1186,-19,0
35827,31,KMVgp36C,498,4,499,490,989,1925,0,0
35892,48,Sushi,114,1,122,344,466,103,87,1
35893,48,Flexiblemedian,54,2,26,553,579,46,-457,1
35894,48,PVP-SE1gp146-CBD,267,3,287,122,409,559,-20,0
35895,48,P2gp09,510,4,524,389,913,987,0,0
36024,81,Ascaphine,84,1,85,937,1022,101,-862,1
36025,81,Flexiblemedian,54,2,54,160,214,124,116,1
36026,81,K11gp3.5,465,3,416,330,746,251,-413,1
36027,81,BcepC6Bgp22,507,4,553,333,886,356,0,0
36032,83,LL-37,123,1,124,600,724,96,-259,1
36033,83,Flexibleshort,30,2,23,465,488,44,-314,1
36034,83,K11gp3.5,465,3,561,174,735,203,-700,1
36035,83,XccBg35,579,4,610,35,645,286,0,0
36068,92,CecropinAD,132,1,90,595,685,148,-584,1
36069,92,Flexiblemedian,54,2,38,101,139,110,23,0
36070,92,201j2-1gp229-CBD,267,3,281,162,443,664,-24,0
36071,92,BcepC6Bgp22,507,4,540,419,959,1359,0,0
36300,150,LL-37,123,1,121,73,194,113,-82,1
36301,150,Flexibleshort,30,2,31,112,143,111,2,0
36302,150,EL188-CBD,351,3,355,145,500,979,-23,0
36303,150,LysAci7,591,4,604,477,1081,1046,0,0
36352,163,CecropinAD,132,1,113,83,196,125,-94,1
36353,163,Flexiblemedian,54,2,47,102,149,88,-2,0
36354,163,KZ144-CBD,258,3,294,147,441,696,-13,0
36355,163,Phage003,423,4,455,428,883,1414,0,0
36464,191,Nigrocine,74,1,32,43,75,120,567,1
36465,191,Flexiblemedian,54,2,39,642,681,93,-616,1
36466,191,KZ144-CBD,258,3,272,65,337,790,-28,0
36467,191,XccBg35,579,4,603,309,912,1562,0,0
36472,193,Sarcotoxin,129,1,137,224,361,115,-282,1
36473,193,Flexibleshort,30,2,26,79,105,121,-9,0
36474,193,EL188-CBD,351,3,359,96,455,1350,-26,0
36475,193,PsP3gp10,507,4,518,429,947,1740,0,0
36592,223,Fowlicidin-2,105,1,96,93,189,143,645,1
36593,223,Flexiblemedian,54,2,41,834,875,40,-807,1
36594,223,OBPgp279-CBD,396,3,339,68,407,190,156,1
36595,223,PVP-SE1gp146-EAD,561,4,591,563,1154,621,0,0
36740,260,CecropinAD,132,1,104,489,593,116,-145,1
36741,260,Flexiblemedian,54,2,54,448,502,136,-374,1
36742,260,201j2-1gp229-CBD,267,3,280,128,408,448,-59,1
36743,260,BcepC6Bgp22,507,4,509,349,858,866,0,0
36768,267,CEM1,48,1,51,65,116,123,70,1
36769,267,Flexiblemedian,54,2,53,186,239,198,7,0
36770,267,K11gp3.5,465,3,482,246,728,1608,-471,1
36771,267,CR8gp3.5,465,4,486,257,743,628,0,0
36780,270,Magainin,81,1,85,85,170,363,624,1
36781,270,Flexiblemedian,54,2,68,794,862,79,-669,1
36782,270,201j2-1gp229-CBD,267,3,286,193,479,1069,-12,0
36783,270,BcepC6Bgp22,507,4,437,467,904,1713,0,0
36800,275,Cathelicidin,102,1,90,741,831,121,-708,1
36801,275,Flexiblemedian,54,2,56,123,179,152,-8,0
36802,275,KZ144-CBD,258,3,279,171,450,576,-23,0
36803,275,LysEC8,507,4,535,427,962,1506,0,0
36952,313,CecropinAD,132,1,109,656,765,132,-525,1
36953,313,Flexibleshort,30,2,30,240,270,101,-5,0
36954,313,201j2-1gp229-CBD,267,3,278,265,543,421,-31,0
36955,313,BcepC6Bgp16,423,4,373,512,885,407,0,0
37168,367,CecropinAD,132,1,134,67,201,426,454,1
37169,367,Flexiblemedian,54,2,55,655,710,96,-494,1
37170,367,EL188-CBD,351,3,363,216,579,1441,-21,0
37171,367,BcepC6Bgp22,507,4,514,558,1072,1999,0,0
37336,409,CEM1,48,1,51,76,127,158,346,1
37337,409,Flexiblemedian,54,2,54,473,527,69,-388,1
37338,409,PVP-SE1gp146-CBD,267,3,272,139,411,719,-36,0
37339,409,KMVgp36C,498,4,514,375,889,1741,0,0
37356,414,CecropinAD,132,1,137,65,202,465,678,1
37357,414,Flexiblemedian,54,2,43,880,923,78,-714,1
37358,414,PVP-SE1gp146-CBD,267,3,277,209,486,1125,-18,0
37359,414,BcepC6Bgp22,507,4,535,468,1003,1954,0,0
37404,426,CecropinAD,132,1,129,798,927,118,-841,1
37405,426,Flexiblemedian,54,2,34,86,120,76,-4,0
37406,426,KZ144-CBD,258,3,290,116,406,714,-9,0
37407,426,BcepC6Bgp22,507,4,565,397,962,1452,0,0
37416,429,PAM2,78,1,87,785,872,117,-732,1
37417,429,Flexiblemedian,54,2,59,140,199,153,-6,0
37418,429,201j2-1gp229-CBD,267,3,283,193,476,876,-21,0
37419,429,BcepC6Bgp22,507,4,545,455,1000,1831,0,0
37456,439,CecropinAA,120,1,93,589,682,136,-575,1
37457,439,Flexibleshort,30,2,30,107,137,123,-6,0
37458,439,K11gp3.5,465,3,477,131,608,1957,-16,0
37459,439,KZ144-EAD,543,4,556,592,1148,2379,0,0
37568,467,CecropinAD,132,1,154,327,481,135,183,1
37569,467,Flexiblemedian,54,2,52,664,716,78,-624,1
37570,467,PVP-SE1gp146-CBD,267,3,268,92,360,1128,-15,0
37571,467,BcepC6Bgp22,507,4,505,345,850,2082,0,0
37696,499,CecropinAD,132,1,148,275,423,139,-321,1
37697,499,Flexiblemedian,54,2,58,102,160,118,-14,0
37698,499,K11gp3.5,465,3,502,146,648,1349,-502,1
37699,499,CR8gp3.5,465,4,510,146,656,585,0,0
37960,65,CecropinAD,132,1,99,113,212,117,-82,1
37961,65,Flexiblemedian,54,2,55,130,185,134,-10,0
37962,65,201j2-1gp229-CBD,267,3,281,175,456,746,-32,0
37963,65,LysEC8,507,4,499,424,923,1243,0,0
37980,70,SMAP29,99,1,81,808,889,116,-790,1
37981,70,Flexiblemedian,54,2,41,99,140,67,1,0
37982,70,OBPgp279-CBD,396,3,414,141,555,1066,-43,0
37983,70,LysEC8,507,4,529,512,1041,1517,0,0
38000,75,FR2,54,1,55,88,143,177,710,1
38001,75,Flexiblemedian,54,2,52,853,905,96,-695,1
38002,75,EL188-CBD,351,3,349,210,559,880,-18,0
38003,75,BcepC6Bgp22,507,4,528,541,1069,1936,0,0
38012,78,Chrysophsin,87,1,85,95,180,363,629,1
38013,78,Flexiblemedian,54,2,58,809,867,86,-675,1
38014,78,EL188-CBD,351,3,371,192,563,1325,-15,0
38015,78,BcepC6Bgp22,507,4,537,548,1085,1037,0,0
38016,79,Sarcotoxin,129,1,143,666,809,127,71,1
38017,79,Flexiblemedian,54,2,62,880,942,80,-790,1
38018,79,OBPgp279-CBD,396,3,439,152,591,818,-37,0
38019,79,BcepC6Bgp22,507,4,551,554,1105,1311,0,0
38116,104,SMAP29,99,1,59,50,109,109,-104,1
38117,104,Flexiblemedian,54,2,22,5,27,44,574,1
38118,104,KZ144-CBD,258,3,213,601,814,199,-772,1
38119,104,PVP-SE1gp146-EAD,561,4,558,42,600,265,0,0
38148,112,Protegrin,66,1,75,63,138,168,797,1
38149,112,Flexiblemedian,54,2,38,935,973,66,-816,1
38150,112,KZ144-CBD,258,3,273,157,430,656,-22,0
38151,112,LysAci7,591,4,644,408,1052,640,0,0
38152,113,CecropinAA,120,1,93,77,170,100,-69,1
38153,113,Flexiblemedian,54,2,23,101,124,75,29,0
38154,113,PVP-SE1gp146-CBD,267,3,294,153,447,216,-32,0
38155,113,P2gp09,510,4,551,415,966,496,0,0
38176,119,NRC-16,69,1,72,76,148,214,670,1
38177,119,Flexiblemedian,54,2,56,818,874,63,-696,1
38178,119,KZ144-CBD,258,3,274,178,452,787,-19,0
38179,119,KMVgp36C,498,4,522,433,955,1639,0,0
38212,128,CecropinAD,132,1,137,100,237,143,-99,1
38213,128,Flexiblemedian,54,2,61,138,199,150,-6,0
38214,128,OBPgp279-CBD,396,3,439,193,632,1053,-36,0
38215,128,P2gp09,510,4,551,596,1147,1468,0,0
38332,158,CecropinAD,132,1,158,612,770,127,-640,1
38333,158,Flexiblemedian,54,2,50,130,180,143,15,0
38334,158,KZ144-CBD,258,3,251,195,446,477,-42,0
38335,158,BcepC6Bgp22,507,4,526,404,930,1420,0,0
38352,163,FR2,54,1,49,73,122,179,807,1
38353,163,Flexiblemedian,54,2,49,929,978,89,-836,1
38354,163,OBPgp279-CBD,396,3,410,142,552,1221,-34,0
38355,163,PsP3gp10,507,4,533,518,1051,1750,0,0
38516,204,Sarcotoxin,129,1,125,824,949,124,-883,1
38517,204,Flexiblemedian,54,2,57,66,123,201,-7,0
38518,204,K11gp3.5,465,3,481,116,597,1432,-42,0
38519,204,KMVgp36C,498,4,518,555,1073,1865,0,0
38524,206,TP4,87,1,76,82,158,202,730,1
38525,206,Flexibleshort,30,2,23,888,911,52,-651,1
38526,206,201j2-1gp229-CBD,267,3,281,260,541,232,-31,0
38527,206,BcepC6Bgp22,507,4,515,510,1025,962,0,0
38588,222,CecropinAA,120,1,121,990,1111,108,-1020,1
38589,222,Flexiblemedian,54,2,55,91,146,155,-9,0
38590,222,OBPgp279-CBD,396,3,414,137,551,971,-40,0
38591,222,OBPgp279-EAD,615,4,632,511,1143,1465,0,0
38676,244,CecropinAD,132,1,134,659,793,128,-669,1
38677,244,Flexiblemedian,54,2,57,124,181,192,-7,0
38678,244,201j2-1gp229-CBD,267,3,283,174,457,846,-22,0
38679,244,LUZ24gp67,405,4,411,435,846,1242,0,0
38820,280,SMAP29,99,1,99,198,297,118,489,1
38821,280,Flexiblemedian,54,2,57,786,843,63,-230,1
38822,280,K11gp3.5,465,3,479,613,1092,285,-489,1
38823,280,PVP-SE1gp146-EAD,561,4,524,603,1127,318,0,0
38876,294,Pseudin,84,1,83,64,147,216,342,1
38877,294,Flexiblemedian,54,2,25,489,514,53,-291,1
38878,294,EL188-CBD,351,3,370,223,593,571,-10,0
38879,294,P2gp09,510,4,562,583,1145,911,0,0
39288,397,IR2,54,1,54,79,133,261,67,1
39289,397,Flexiblemedian,54,2,49,200,249,169,2,0
39290,397,201j2-1gp229-CBD,267,3,282,251,533,1040,-13,0
39291,397,KZ144-EAD,543,4,556,520,1076,2043,0,0
39332,408,NRC-16,69,1,48,796,844,116,-716,1
39333,408,Flexiblemedian,54,2,38,128,166,123,18,0
39334,408,PVP-SE1gp146-CBD,267,3,282,184,466,525,-30,0
39335,408,PsP3gp10,507,4,476,436,912,1021,0,0
39396,424,Melittin,90,1,88,60,148,396,435,1
39397,424,Flexiblemedian,54,2,63,583,646,186,-6,0
39398,424,PVP-SE1gp146-CBD,267,3,286,640,926,1082,-114,1
39399,424,PVP-SE1gp146-EAD,561,4,155,812,967,461,0,0
39484,446,CecropinAD,132,1,101,649,750,146,-660,1
39485,446,Flexiblemedian,54,2,54,90,144,230,81,1
39486,446,KZ144-CBD,258,3,258,225,483,1105,-17,0
39487,446,BcepC6Bgp22,507,4,530,466,996,2048,0,0
39572,468,Fowlicidin-2,105,1,105,288,393,139,-298,1
39573,468,Flexiblemedian,54,2,57,95,152,205,-7,0
39574,468,EL188-CBD,351,3,370,145,515,1367,-17,0
39575,468,LUZ24gp67,405,4,420,498,918,1381,0,0
39600,475,SMAP29,99,1,86,1001,1087,115,-951,1
39601,475,Flexiblemedian,54,2,53,136,189,158,-1,0
39602,475,OBPgp279-CBD,396,3,418,188,606,1334,-23,0
39603,475,P2gp09,510,4,546,583,1129,1691,0,0
39616,479,E7K_I9K,51,1,50,34,84,224,89,1
39617,479,Flexiblemedian,54,2,53,173,226,229,-6,0
39618,479,OBPgp279-CBD,396,3,412,220,632,1570,-2,0
39619,479,P2gp09,510,4,535,630,1165,1923,0,0
39692,4,E7K_I9K,51,1,50,95,145,157,392,1
39693,4,Flexiblemedian,54,2,58,537,595,68,-430,1
39694,4,201j2-1gp229-CBD,267,3,291,165,456,765,-17,0
39695,4,BcepC6Bgp22,507,4,544,439,983,1335,0,0
39712,9,Sarcotoxin,129,1,129,69,198,113,-77,1
39713,9,Flexibleshort,30,2,30,121,151,119,-7,0
39714,9,201j2-1gp229-CBD,267,3,286,144,430,1025,-15,0
39715,9,Phage003,423,4,435,415,850,1669,0,0
39724,12,Ranalexin,66,1,69,75,144,177,667,1
39725,12,Flexiblemedian,54,2,60,811,871,83,-705,1
39726,12,PVP-SE1gp146-CBD,267,3,275,166,441,959,-21,0
39727,12,BcepC6Bgp22,507,4,543,420,963,1793,0,0
39748,18,Dermaseptin,93,1,106,296,402,127,-312,1
39749,18,Flexiblemedian,54,2,65,90,155,160,2,0
39750,18,PVP-SE1gp146-CBD,267,3,310,157,467,800,-14,0
39751,18,LysEC8,507,4,535,453,988,1911,0,0
39796,30,CecropinAD,132,1,135,71,206,548,51,1
39797,30,Flexiblemedian,54,2,55,257,312,226,-9,0
39798,30,OBPgp279-CBD,396,3,409,303,712,1711,-582,1
39799,30,XccBg35,579,4,474,130,604,300,0,0
39824,37,Ascaphine,84,1,87,72,159,369,511,1
39825,37,Flexibleshort,30,2,33,670,703,54,-516,1
39826,37,KZ144-CBD,258,3,267,187,454,305,-5,0
39827,37,PVP-SE1gp146-EAD,561,4,566,449,1015,328,0,0
39924,62,Piscidin,78,1,85,293,378,123,155,1
39925,62,Flexibleshort,30,2,35,533,568,46,-338,1
39926,62,K11gp3.5,465,3,478,230,708,166,-555,1
39927,62,PVP-SE1gp146-EAD,561,4,590,153,743,342,0,0
39948,68,Sarcotoxin,129,1,139,510,649,125,-518,1
39949,68,Flexibleshort,30,2,32,131,163,54,-160,1
39950,68,EL188-CBD,351,3,371,3,374,1295,-19,0
39951,68,201j2-1gp229-EAD,540,4,547,355,902,2188,0,0
39988,78,Indolicidin,51,1,51,93,144,246,80,1
39989,78,Flexiblemedian,54,2,59,224,283,202,-6,0
39990,78,PVP-SE1gp146-CBD,267,3,270,277,547,959,-28,0
39991,78,PsP3gp10,507,4,496,519,1015,1951,0,0
40048,93,Fowlicidin-2,105,1,103,257,360,115,-296,1
40049,93,Flexiblemedian,54,2,57,64,121,179,-8,0
40050,93,EL188-CBD,351,3,366,113,479,1286,-18,0
40051,93,Phage2b.1bg019,573,4,597,461,1058,1741,0,0
40056,95,SMAP29,99,1,106,80,186,300,85,1
40057,95,Flexiblemedian,54,2,47,271,318,195,-3,0
40058,95,201j2-1gp229-CBD,267,3,278,315,593,1046,-21,0
40059,95,BcepC6Bgp22,507,4,550,572,1122,1546,0,0
40136,115,Pleurocidin,87,1,90,49,139,331,608,1
40137,115,Flexiblemedian,54,2,41,747,788,139,-636,1
40138,115,KZ144-CBD,258,3,270,152,422,1073,-14,0
40139,115,PsP3gp10,507,4,520,408,928,2003,0,0
40148,118,Dermaseptin,93,1,96,968,1064,103,-465,1
40149,118,Flexibleshort,30,2,23,599,622,39,-471,1
40150,118,OBPgp279-CBD,396,3,386,151,537,182,-475,1
40151,118,OBPgp279-EAD,615,4,632,62,694,254,0,0
40372,174,Cecropin,105,1,108,80,188,434,66,1
40373,174,Flexiblemedian,54,2,53,254,307,181,-1,0
40374,174,PVP-SE1gp146-CBD,267,3,279,306,585,1135,-14,0
40375,174,CR8gp3.5,465,4,477,571,1048,1785,0,0
40384,177,CecropinAD,132,1,118,872,990,106,-342,1
40385,177,Flexibleshort,30,2,21,648,669,43,-367,1
40386,177,K11gp3.5,465,3,507,302,809,223,-221,1
40387,177,XccBg35,579,4,520,588,1108,261,0,0
40532,214,CecropinAA,120,1,103,590,693,119,-543,1
40533,214,Flexiblemedian,54,2,58,150,208,77,-9,0
40534,214,KZ144-CBD,258,3,295,199,494,502,-37,0
40535,214,Vpept,438,4,487,457,944,424,0,0
40548,218,FR2,54,1,53,46,99,167,786,1
40549,218,Flexiblemedian,54,2,38,885,923,87,-803,1
40550,218,PVP-SE1gp146-CBD,267,3,278,120,398,718,-23,0
40551,218,BcepC6Bgp22,507,4,571,375,946,1363,0,0
40552,219,LL-37,123,1,130,68,198,129,-103,1
40553,219,Flexibleshort,30,2,27,95,122,86,-5,0
40554,219,PVP-SE1gp146-CBD,267,3,284,117,401,622,-22,0
40555,219,P2gp09,510,4,547,379,926,1089,0,0
40636,240,Sarcotoxin,129,1,139,627,766,118,-608,1
40637,240,Flexibleshort,30,2,31,158,189,97,-3,0
40638,240,201j2-1gp229-CBD,267,3,283,186,469,741,-21,0
40639,240,OBPgp279-EAD,615,4,621,448,1069,1857,0,0
40664,247,Sarcotoxin,129,1,110,630,740,113,-252,1
40665,247,Flexibleshort,30,2,13,488,501,47,-363,1
40666,247,201j2-1gp229-CBD,267,3,277,138,415,930,-15,0
40667,247,Vpept,438,4,441,400,841,833,0,0
40680,251,Cathelicidin,102,1,109,519,628,114,-519,1
40681,251,Flexibleshort,30,2,33,109,142,95,-4,0
40682,251,EL188-CBD,351,3,358,138,496,1281,-21,0
40683,251,PVP-SE1gp146-EAD,561,4,593,475,1068,1768,0,0
40704,257,Sarcotoxin,129,1,147,722,869,116,-778,1
40705,257,Flexibleshort,30,2,21,91,112,92,-7,0
40706,257,OBPgp279-CBD,396,3,430,105,535,1104,-27,0
40707,257,BcepC6Bgp16,423,4,436,508,944,1431,0,0
40736,265,Sarcotoxin,129,1,135,578,713,418,-388,1
40737,265,Flexiblemedian,54,2,46,325,371,78,-60,1
